Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_MATURE_PIT_CELLS	1/224	7.991591e-01	8.844522e-01	9.337705e-01	2.093469e-01	SMIM14
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_OXYNTIC_ENTEROCHROMAFFIN_LIKE_CELLS	1/85	4.550393e-01	7.361814e-01	2.468706e+00	1.943789e+00	DEPP1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_PARIETAL_CELLS	1/254	8.382310e-01	9.062957e-01	8.224757e-01	1.451354e-01	LRIG1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	1/121	5.789104e-01	7.778600e-01	1.734162e+00	9.479060e-01	SOCS3
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_X_CELLS	1/191	7.452918e-01	8.587057e-01	1.096470e+00	3.223398e-01	DEPP1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_5TH_WEEK_VENTRICULAR_CARDIOMYOCYTE	1/82	4.432135e-01	7.361814e-01	2.558855e+00	2.082150e+00	CPNE5
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C3_FIBROBLAST_LIKE_CELL	1/117	5.666611e-01	7.742969e-01	1.793551e+00	1.018726e+00	PLAGL1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	4/146	2.041312e-02	2.288077e-01	4.400740e+00	1.712582e+01	CHSY1;EGFL7;ETS1;RALB
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C5_VALVAR_CELL	1/205	7.697044e-01	8.734644e-01	1.021064e+00	2.672624e-01	SOCS3
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C7_MAST_CELL	2/156	3.041226e-01	6.514113e-01	2.255624e+00	2.684925e+00	BATF;TESPA1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C8_MACROPHAGE	7/275	3.553634e-03	8.921491e-02	3.959358e+00	2.232993e+01	TNFRSF1B;CX3CR1;CYBA;PREX1;MGAT1;CREG1;INPP5D
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C9_B_T_CELL	1/155	6.700696e-01	8.132906e-01	1.352719e+00	5.415929e-01	ETS1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL	1/41	2.535981e-01	6.235376e-01	5.097136e+00	6.993294e+00	TCF4
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_TRABECULAR_ATRIAL_CARDIOMYOCYTE	2/179	3.636930e-01	6.941336e-01	1.964371e+00	1.986853e+00	C5orf15;CALU
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_TRABECULAR_VENTRICULAR_CARDIOMYOCYTE	1/110	5.443672e-01	7.703541e-01	1.907827e+00	1.160209e+00	DEPP1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_VALVAR_ENDOTHELIAL_CELL	3/139	7.665847e-02	3.895013e-01	3.570559e+00	9.170606e+00	SOCS3;NFIL3;BIK
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_VASCULAR_ENDOTHELIAL_CELL	2/193	3.990388e-01	7.111284e-01	1.820985e+00	1.672933e+00	DEPP1;CD58
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_CSH1_CSH2_POSITIVE_CELLS	2/225	4.761269e-01	7.361814e-01	1.560103e+00	1.157707e+00	DEPP1;SLC22A11
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS	4/164	2.964541e-02	2.571066e-01	3.915721e+00	1.377726e+01	HSH2D;ZNF831;TMED11P;IGLL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_MEGAKARYOCYTES	2/115	1.967822e-01	5.620666e-01	3.062507e+00	4.978587e+00	CBFA2T3;LIMS1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	1/118	5.697562e-01	7.742969e-01	1.778328e+00	1.000392e+00	RASD2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_ASTROCYTES	2/171	3.431491e-01	6.820088e-01	2.056816e+00	2.199950e+00	LRIG1;CRB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_MICROGLIA	7/652	1.823177e-01	5.504148e-01	1.640442e+00	2.792039e+00	CX3CR1;DUSP29;ARHGAP25;BATF;RHBDF2;CREG1;ARL11
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	7/644	1.747538e-01	5.377908e-01	1.661476e+00	2.898241e+00	RASD2;ETS1;HELZ2;DEPP1;EGFL7;JCAD;CCDC102A
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_ASTROCYTES	2/207	4.334589e-01	7.346779e-01	1.696948e+00	1.418578e+00	PRR18;LRIG1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_MEGAKARYOCYTES	2/428	8.108499e-01	8.911875e-01	8.127574e-01	1.704128e-01	CD58;TESPA1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_MICROGLIA	7/514	7.421926e-02	3.890394e-01	2.094968e+00	5.448449e+00	CX3CR1;DUSP29;BATF;CREG1;OTULINL;ARL11;SERPINB9P1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_SKOR2_NPSR1_POSITIVE_CELLS	1/90	4.741973e-01	7.361814e-01	2.331740e+00	1.739785e+00	SYT2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	7/593	1.300324e-01	4.771191e-01	1.808901e+00	3.690107e+00	RASD2;ETS1;HELZ2;DEPP1;A4GALT;SOCS3;JCAD
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_ASTROCYTES	1/39	2.428618e-01	6.215971e-01	5.355744e+00	7.579785e+00	PAX8
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_CORNEAL_AND_CONJUNCTIVAL_EPITHELIAL_CELLS	2/245	5.212010e-01	7.602337e-01	1.431587e+00	9.328502e-01	BIK;A4GALT
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_GANGLION_CELLS	1/50	3.000704e-01	6.514113e-01	4.186885e+00	5.039914e+00	SYT2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_LENS_FIBRE_CELLS	2/93	1.414919e-01	4.917024e-01	3.787196e+00	7.405909e+00	BFSP1;MYO18A
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_MICROGLIA	4/152	2.325941e-02	2.337989e-01	4.226345e+00	1.589548e+01	RHBDF2;CX3CR1;INPP5D;ARHGAP25
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_VASCULAR_ENDOTHELIAL_CELLS	1/91	4.779479e-01	7.361814e-01	2.306143e+00	1.702519e+00	EGFL7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_EPICARDIAL_FAT_CELLS	1/111	5.476204e-01	7.703541e-01	1.890623e+00	1.138482e+00	CRB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_ERYTHROBLASTS	3/283	3.259706e-01	6.588473e-01	1.744466e+00	1.955456e+00	PPP1R9B;FCHO1;AP1M1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_LYMPHOID_CELLS	1/113	5.540579e-01	7.703541e-01	1.857125e+00	1.096607e+00	IGLL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_VISCERAL_NEURONS	1/87	4.627843e-01	7.361814e-01	2.412042e+00	1.858464e+00	PCBP3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_CHROMAFFIN_CELLS	1/113	5.540579e-01	7.703541e-01	1.857125e+00	1.096607e+00	TMED11P
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_ENS_NEURONS	1/163	6.884940e-01	8.210291e-01	1.286023e+00	4.800063e-01	SYT2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS	3/164	1.115875e-01	4.503626e-01	3.024188e+00	6.631882e+00	GATA3;TESPA1;IGLL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_MESOTHELIAL_CELLS	1/88	4.666157e-01	7.361814e-01	2.384670e+00	1.817712e+00	CRB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	2/230	4.876343e-01	7.455178e-01	1.525883e+00	1.095873e+00	MCOLN2;CX3CR1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_SMOOTH_MUSCLE_CELLS	1/51	3.050532e-01	6.514113e-01	4.105385e+00	4.874197e+00	PDLIM7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_VASCULAR_ENDOTHELIAL_CELLS	1/43	2.641831e-01	6.282135e-01	4.862308e+00	6.472279e+00	DIPK1B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_ERYTHROBLASTS	1/169	7.016383e-01	8.304751e-01	1.240132e+00	4.394251e-01	QSOX2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_LYMPHOID_CELLS	3/211	1.896407e-01	5.568448e-01	2.346688e+00	3.901661e+00	ZNF831;TESPA1;IGLL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_MEGAKARYOCYTES	1/151	6.604556e-01	8.129563e-01	1.388708e+00	5.760713e-01	RPS6KL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	1/218	7.902863e-01	8.803838e-01	9.596969e-01	2.258742e-01	RHBDF2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_URETERIC_BUD_CELLS	1/302	8.856405e-01	9.254321e-01	6.903200e-01	8.383534e-02	PLEKHG6
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_ERYTHROBLASTS	1/78	4.270483e-01	7.327411e-01	2.689771e+00	2.288614e+00	A4GALT
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_HEPATOBLASTS	2/506	8.777530e-01	9.249432e-01	6.849115e-01	8.930566e-02	NUGGC;PLEKHG6
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_LYMPHOID_CELLS	2/127	2.279612e-01	6.074720e-01	2.772631e+00	4.099557e+00	ZNF831;IGLL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_MEGAKARYOCYTES	1/162	6.862480e-01	8.204018e-01	1.294001e+00	4.872121e-01	LIMS1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_MESOTHELIAL_CELLS	1/313	8.943903e-01	9.254321e-01	6.657340e-01	7.430456e-02	CRB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_MYELOID_CELLS	2/211	4.431023e-01	7.361814e-01	1.664525e+00	1.354848e+00	CREG1;OTULINL
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_STELLATE_CELLS	1/162	6.862480e-01	8.204018e-01	1.294001e+00	4.872121e-01	CSPG4
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_VASCULAR_ENDOTHELIAL_CELLS	2/144	2.726115e-01	6.358899e-01	2.444390e+00	3.176992e+00	EGFL7;CPNE5
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS	1/541	9.799144e-01	9.799144e-01	3.810542e-01	7.731607e-03	CFAP251
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_CSH1_CSH2_POSITIVE_CELLS	1/214	7.841560e-01	8.800998e-01	9.777869e-01	2.377462e-01	CYP11A1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_LYMPHOID_CELLS	1/159	6.794132e-01	8.183841e-01	1.318534e+00	5.096475e-01	IGLL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_MEGAKARYOCYTES	1/179	7.223325e-01	8.444917e-01	1.170466e+00	3.807171e-01	PDLIM7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_MESOTHELIAL_CELLS	1/105	5.277492e-01	7.605328e-01	1.998737e+00	1.277461e+00	CRB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_NEUROENDOCRINE_CELLS	1/91	4.779479e-01	7.361814e-01	2.306143e+00	1.702519e+00	INSM1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_STROMAL_CELLS	1/56	3.294437e-01	6.617952e-01	3.741158e+00	4.153994e+00	CACNA1C-IT3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_VISCERAL_NEURONS	1/212	7.810244e-01	8.786525e-01	9.870873e-01	2.439575e-01	MGAT5B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_LYMPHOID_CELLS	3/124	5.850803e-02	3.488541e-01	4.003706e+00	1.136489e+01	HSH2D;GATA3;TESPA1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_MEGAKARYOCYTES	2/240	5.101743e-01	7.602337e-01	1.461712e+00	9.837366e-01	SOCS3;DEPP1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_MYELOID_CELLS	1/130	6.052286e-01	7.812810e-01	1.613849e+00	8.103925e-01	MCOLN2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_SKELETAL_MUSCLE_CELLS	2/256	5.448747e-01	7.703541e-01	1.369447e+00	8.315271e-01	C14orf180;FGFRL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_SMOOTH_MUSCLE_CELLS	1/80	4.351883e-01	7.346779e-01	2.622687e+00	2.182014e+00	CACNA1C-IT3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_VASCULAR_ENDOTHELIAL_CELLS	1/76	4.187918e-01	7.237815e-01	2.760364e+00	2.402569e+00	SPNS2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_ACINAR_CELLS	1/91	4.779479e-01	7.361814e-01	2.306143e+00	1.702519e+00	TMED11P
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_ENS_NEURONS	1/165	6.929381e-01	8.222176e-01	1.270356e+00	4.659852e-01	PCBP3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	3/167	1.161312e-01	4.503626e-01	2.969584e+00	6.393616e+00	GATA3;TESPA1;IGLL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_MESOTHELIAL_CELLS	1/80	4.351883e-01	7.346779e-01	2.622687e+00	2.182014e+00	CRB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_MYELOID_CELLS	2/235	4.989844e-01	7.545955e-01	1.493116e+00	1.037985e+00	MCOLN2;CX3CR1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_SMOOTH_MUSCLE_CELLS	1/40	2.482490e-01	6.232356e-01	5.223247e+00	7.277671e+00	CSPG4
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS	1/117	5.666611e-01	7.742969e-01	1.793551e+00	1.018726e+00	PEMT
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_LYMPHOID_CELLS	1/145	6.455106e-01	8.018452e-01	1.446402e+00	6.331100e-01	NUGGC
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_MEGAKARYOCYTES	3/202	1.737053e-01	5.377908e-01	2.452077e+00	4.292103e+00	ZMYND8;CBFA2T3;LIMS1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_MYELOID_CELLS	2/146	2.778720e-01	6.371390e-01	2.410781e+00	3.087234e+00	ARL11;LTA4H
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS	1/171	7.058962e-01	8.313888e-01	1.225549e+00	4.268430e-01	PAX8
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_SMOOTH_MUSCLE_CELLS	2/90	1.342387e-01	4.850898e-01	3.913315e+00	7.858469e+00	CACNA1C-IT3;CSPG4
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_STROMAL_CELLS	1/97	4.998998e-01	7.545955e-01	2.163588e+00	1.500119e+00	KCNJ12
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_SYNCYTIOTROPHOBLASTS_AND_VILLOUS_CYTOTROPHOBLASTS	1/80	4.351883e-01	7.346779e-01	2.622687e+00	2.182014e+00	SLC22A11
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_TROPHOBLAST_GIANT_CELLS	2/93	1.414919e-01	4.917024e-01	3.787196e+00	7.405909e+00	CCSAP;RYBP
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_VASCULAR_ENDOTHELIAL_CELLS	2/102	1.637179e-01	5.241171e-01	3.453132e+00	6.248823e+00	EGFL7;JCAD
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS	2/194	4.015299e-01	7.111284e-01	1.811533e+00	1.652975e+00	SOCS3;CRB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	1/317	8.974044e-01	9.265409e-01	6.572160e-01	7.114274e-02	CFAP251
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_ENS_NEURONS	1/74	4.104171e-01	7.171025e-01	2.834746e+00	2.524572e+00	PCBP3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_LYMPHOID_CELLS	2/82	1.153513e-01	4.503626e-01	4.294478e+00	9.275096e+00	ZNF831;GATA3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_MYELOID_CELLS	1/76	4.187918e-01	7.237815e-01	2.760364e+00	2.402569e+00	TNFRSF1B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_NEUROENDOCRINE_CELLS	1/50	3.000704e-01	6.514113e-01	4.186885e+00	5.039914e+00	DEPP1
