Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C22_RESIDENT_B_CELLS_2	1/33	3.651671e-01	6.098766e-01	3.277499e+00	3.301754e+00	SEC11C
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C23_KUPFFER_CELLS_3	5/221	1.860127e-01	4.204953e-01	1.827024e+00	3.072945e+00	SAMSN1;JARID2;BCL6;ZNF281;VMP1
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C24_EPCAM_POS_BILE_DUCT_CELLS_3	6/185	4.198367e-02	1.941865e-01	2.592287e+00	8.218781e+00	BIRC3;WEE1;CCND1;SORBS2;DUSP4;MYL12B
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C25_KUPFFER_CELLS_4	4/174	2.151428e-01	4.597887e-01	1.894971e+00	2.911534e+00	GNA13;JARID2;SAMSN1;NR4A3
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C28_NK_NKT_CELLS_6	7/99	4.209055e-04	1.090847e-02	5.620626e+00	4.368970e+01	NIBAN1;SAMSN1;FYN;GATA3;DUSP4;MAF;PRDM1
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C29_MVECS_2	8/313	6.649877e-02	2.585140e-01	2.007828e+00	5.442361e+00	NFIA;F2R;MAST4;NDRG1;FILIP1;FOXC1;NFATC2;CAV1
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C2_KUPFFER_CELLS_1	2/200	7.608679e-01	8.326226e-01	9.084721e-01	2.482814e-01	JARID2;NR4A3
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C30_HEPATOCYTES_4	10/446	8.681873e-02	3.033778e-01	1.742776e+00	4.259227e+00	RBL1;GNE;MAST4;PROZ;BCL6;SGSM1;FAXC;HLF;KLF6;TSHZ2
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C31_KUPFFER_CELLS_5	2/120	4.897985e-01	6.907147e-01	1.517588e+00	1.083196e+00	VMP1;JARID2
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C32_MVECS_3	4/125	9.245327e-02	3.108429e-01	2.641217e+00	6.288876e+00	CFLAR;NFIA;NDRG1;FOXC1
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C33_STELLATE_CELLS_2	6/126	7.760626e-03	6.895871e-02	3.812423e+00	1.852339e+01	NFIA;CCDC3;BAZ1B;LPP;PLAT;CAV1
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS	2/134	5.488055e-01	7.278401e-01	1.358686e+00	8.152268e-01	BIRC3;AFF3
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C38_RESIDENT_B_CELLS_3	1/24	2.813599e-01	5.351860e-01	4.483457e+00	5.685565e+00	SEC11C
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4	7/184	1.348344e-02	1.010441e-01	3.018498e+00	1.299854e+01	BIRC3;WEE1;HMGCS1;SORBS2;KLF6;VMP1;PFKP
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C3_NK_NKT_CELLS_2	5/162	7.185521e-02	2.720968e-01	2.497649e+00	6.576565e+00	FYN;RPS15A;GATA3;RPL37;PRDM1
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C4_EPCAM_POS_BILE_DUCT_CELLS_1	3/191	4.858113e-01	6.867606e-01	1.337046e+00	9.652602e-01	WEE1;GLUL;SORBS2
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C5_NK_NKT_CELLS_3	7/126	1.748962e-03	2.590130e-02	4.415092e+00	2.803024e+01	TOX;IL2RB;FYN;IFNG;GFOD1;CBLB;PRDM1
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C6_KUPFFER_CELLS_2	3/228	6.051733e-01	7.528355e-01	1.118494e+00	5.617531e-01	GLUL;MAF;FRMD4B
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	5/219	1.813820e-01	4.147780e-01	1.843854e+00	3.147734e+00	BIRC3;WEE1;THSD4;CCND1;SORBS2
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C8_RESIDENT_B_CELLS_1	1/35	3.824259e-01	6.207297e-01	3.092548e+00	2.972620e+00	SEC11C
c8.all.v2023.2.Hs.symbols.gmt	AIZARANI_LIVER_C9_LSECS_1	5/304	4.016247e-01	6.340370e-01	1.323556e+00	1.207397e+00	KLF7;F2R;FILIP1;FSCN1;MAF
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS	7/305	1.258699e-01	3.479603e-01	1.812054e+00	3.755494e+00	EEF1A1;RPS15A;RPL5;RPL37;ADD3;YWHAQ;HSPD1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_DUODENAL_EARLY_IMMATURE_ENTEROCYTES	2/113	4.585402e-01	6.695117e-01	1.611739e+00	1.256685e+00	NDRG1;RPS15A
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_DUODENAL_IMMUNE_CELLS	28/911	5.661428e-05	2.708776e-03	2.425224e+00	2.371687e+01	IL2RB;SAMSN1;FYN;ARF6;RPS15A;RPL5;SMARCA2;CCR5;RPL37;MBNL1;RAPGEF1;LDLRAD4;EEF1A1;DCP2;NFATC2;PPP3CA;PNRC1;NLRC5;RAB8B;MYL12B;IFI16;APBA2;UTRN;MYO5A;LDLR;ST3GAL1;GATA3;KLF6
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_DUODENAL_LATE_IMMATURE_ENTEROCYTES	1/177	9.133526e-01	9.288330e-01	6.142008e-01	5.566706e-02	MAF
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_DUODENAL_MATURE_ENTEROCYTES	6/259	1.449702e-01	3.757145e-01	1.846284e+00	3.565592e+00	SCARB1;ACY3;KLF6;MAF;PFKP;MYH14
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_DUODENAL_STEM_CELLS	12/311	1.246602e-03	2.059675e-02	3.016381e+00	2.017155e+01	NFIA;GCNT1;EEF1A1;ETS2;CCND1;RPS15A;RPL5;ZBTB38;RPL37;ADD3;YWHAQ;HSPD1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	6/194	5.076896e-02	2.213315e-01	2.471236e+00	7.365445e+00	EEF1A1;RPL5;RPS15A;RPL37;ADD3;HSPD1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS	5/214	1.700005e-01	3.990200e-01	1.887301e+00	3.344210e+00	PNRC1;NIBAN1;CDYL;NFATC2;NR4A3
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_ESOPHAGEAL_EARLY_SUPRABASAL_CELLS	4/79	2.305669e-02	1.315712e-01	4.178920e+00	1.575369e+01	EEF1A1;RPL5;HNRNPF;HSPD1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_ESOPHAGEAL_LATE_SUPRABASAL_CELLS	2/140	5.725932e-01	7.423672e-01	1.300279e+00	7.250092e-01	NDRG1;HMGCS1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_ESOPHAGEAL_PROLIFERATING_BASAL_CELLS	3/70	7.089291e-02	2.705239e-01	3.653560e+00	9.669455e+00	EEF1A1;CAV1;RPL5
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_ESOPHAGEAL_QUIESCENT_BASAL_CELLS	6/77	6.492489e-04	1.223736e-02	6.237884e+00	4.578416e+01	TNC;EEF1A1;THSD4;RPL5;GLUL;CAV1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_ANTRAL_ECS	1/12	1.522321e-01	3.849120e-01	8.792747e+00	1.655102e+01	C6orf58
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_CHIEF_CELLS	1/56	5.376949e-01	7.196371e-01	1.941104e+00	1.204385e+00	GLUL
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_D_CELLS	2/28	5.571618e-02	2.325870e-01	6.445551e+00	1.861143e+01	SEC11C;CADM1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_G_CELLS	4/98	4.548307e-02	2.080181e-01	3.369683e+00	1.041372e+01	SEC11C;PBX3;MAST4;SORBS2
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_IMMATURE_PIT_CELLS	2/165	6.617870e-01	7.713456e-01	1.102501e+00	4.551252e-01	ARPC1A;CCND1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_IMMUNE_CELLS	58/1492	2.784866e-13	1.732186e-10	3.349177e+00	9.682272e+01	BIRC3;NUP153;IL2RB;PPP1CC;SAMSN1;BAZ1B;FYN;RBM27;RPS15A;RPL5;LRBA;IFNG;ARF6;SMARCA2;CCR5;RPL37;TBC1D1;DUSP4;DYRK2;MAF;MCMBP;NIBAN1;MBNL1;RAPGEF1;LDLRAD4;FLI1;EEF1A1;JARID2;DCP2;SERTAD2;GFOD1;TSPAN5;TRAF1;NFATC2;RANBP9;PICALM;PNRC1;NLRC5;RAB8B;ARID5A;ZBTB38;CNOT1;YWHAQ;CBLB;MYL12B;IFI16;PRDM1;APBA2;UTRN;MYO5A;F2R;NABP1;TOX;ST3GAL1;GATA3;KLF6;KCMF1;GNA13
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_ISTHMUS_CELLS	10/458	9.896360e-02	3.188313e-01	1.696144e+00	3.923185e+00	HNRNPF;LDLR;CCND1;HMGCS1;PPARG;ARPC1A;ADD3;VMP1;HSPD1;MYH14
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_LYZ_POSITIVE_CELLS	6/111	4.222199e-03	4.537016e-02	4.328502e+00	2.366565e+01	EEF1A1;RPL5;RPS15A;RPL37;GLUL;C6orf58
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_MATURE_PIT_CELLS	4/224	3.665407e-01	6.098766e-01	1.469290e+00	1.474647e+00	MYL12B;ARPC1A;CCND1;MYH14
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_METALLOTHIONEIN_CELLS	1/100	7.482283e-01	8.283365e-01	1.088909e+00	3.158349e-01	NDRG1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_NECK_CELLS	1/36	3.908792e-01	6.250048e-01	3.007673e+00	2.825278e+00	C6orf58
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_OXYNTIC_ENTEROCHROMAFFIN_LIKE_CELLS	2/85	3.239191e-01	5.691460e-01	2.142511e+00	2.415170e+00	SEC11C;YWHAQ
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_PARIETAL_CELLS	5/254	2.677091e-01	5.216433e-01	1.587523e+00	2.092124e+00	DUSP4;GLOD4;SMIM11;GLUL;GMPR
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	5/121	2.538021e-02	1.401773e-01	3.347238e+00	1.229704e+01	EEF1A1;RPS15A;RPL5;RPL37;ADD3
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_PREZYMOGENIC_CELLS	1/60	5.625186e-01	7.395461e-01	1.812410e+00	1.042736e+00	THSD4
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_REG3A_POSITIVE_CELLS	1/44	4.544837e-01	6.695117e-01	2.466000e+00	1.944671e+00	BIRC3
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_X_CELLS	5/191	1.216772e-01	3.417760e-01	2.116381e+00	4.457909e+00	PNRC1;SORBS2;SMARCA2;PBX3;LPP
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_5TH_WEEK_ATRIAL_CARDIOMYOCYTE	1/44	4.544837e-01	6.695117e-01	2.466000e+00	1.944671e+00	NFIA
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_5TH_WEEK_VENTRICULAR_CARDIOMYOCYTE	1/82	6.771176e-01	7.770612e-01	1.327664e+00	5.176700e-01	PREP
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C2_CARDIOMYOCYTE	5/91	8.229034e-03	7.108971e-02	4.451263e+00	2.136645e+01	MYZAP;PTP4A3;SORBS2;SH3RF2;PFKP
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C3_FIBROBLAST_LIKE_CELL	2/117	4.765393e-01	6.813965e-01	1.556565e+00	1.153734e+00	NFIA;MRC2
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	3/146	3.219384e-01	5.688798e-01	1.751631e+00	1.985290e+00	FOXC1;F2R;NT5E
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C5_VALVAR_CELL	2/205	7.727689e-01	8.359344e-01	8.861489e-01	2.284273e-01	RHOU;ARID5A
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C6_EPICARDIAL_CELL	2/195	7.484326e-01	8.283365e-01	9.319371e-01	2.700512e-01	DAPK1;KLF6
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C7_MAST_CELL	5/156	6.326908e-02	2.508890e-01	2.594174e+00	7.160849e+00	NABP1;SAMSN1;GNA13;GLUL;VMP1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C8_MACROPHAGE	6/275	1.757398e-01	4.078736e-01	1.737678e+00	3.021390e+00	PNRC1;SAMSN1;GNA13;KLF6;GLUL;MAF
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C9_B_T_CELL	2/155	6.280256e-01	7.541157e-01	1.173981e+00	5.461059e-01	SAMSN1;IL2RB
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_CARDIAC_FIBROBLASTS	3/106	1.770151e-01	4.086669e-01	2.414275e+00	4.180366e+00	SH3RF2;CCND1;SORBS2
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_COMPACT_VENTRICULAR_CARDIOMYOCYTE	2/65	2.228356e-01	4.698431e-01	2.799464e+00	4.202894e+00	NIBAN1;LPP
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL	3/41	1.835679e-02	1.161444e-01	6.215495e+00	2.484803e+01	UTRN;CAV1;MEOX1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_ENDOCARDIAL_CELL	2/53	1.634553e-01	3.948383e-01	3.429401e+00	6.211386e+00	FOXC1;NT5E
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_RIGHT_ATRIAL_CARDIOMYOCYTE	2/41	1.078651e-01	3.272784e-01	4.423641e+00	9.850891e+00	GNAL;CAV1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_SMOOTH_MUSCLE_CELL	1/48	4.837586e-01	6.867606e-01	2.262174e+00	1.642721e+00	TSHZ2
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_TRABECULAR_ATRIAL_CARDIOMYOCYTE	1/179	9.157248e-01	9.288330e-01	6.072974e-01	5.346607e-02	ZNF827
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_TRABECULAR_VENTRICULAR_CARDIOMYOCYTE	1/110	7.807476e-01	8.387306e-01	9.898779e-01	2.449981e-01	YWHAQ
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_VALVAR_ENDOTHELIAL_CELL	6/139	1.223493e-02	9.883280e-02	3.454928e+00	1.521364e+01	CCDC3;LDLR;ARID5A;RHOU;NR4A3;PLAT
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_VASCULAR_ENDOTHELIAL_CELL	2/193	7.433055e-01	8.256000e-01	9.416626e-01	2.793425e-01	IER5L;MRC2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_CHROMAFFIN_CELLS	1/122	8.142923e-01	8.570047e-01	8.923827e-01	1.833275e-01	CCND1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_CSH1_CSH2_POSITIVE_CELLS	3/225	5.961984e-01	7.514811e-01	1.133543e+00	5.862476e-01	NOCT;ITGB6;DYNLRB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_ERYTHROBLASTS	2/117	4.765393e-01	6.813965e-01	1.556565e+00	1.153734e+00	EPB41;TSPAN5
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS	4/164	1.870869e-01	4.204953e-01	2.011160e+00	3.371070e+00	IL2RA;IL2RB;TBX21;BIRC3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	1/185	9.224603e-01	9.314453e-01	5.874801e-01	4.741606e-02	RYR1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_STROMAL_CELLS	2/154	6.245097e-01	7.541157e-01	1.181638e+00	5.563014e-01	CCN4;DIO3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_ASTROCYTES	2/171	6.808403e-01	7.792693e-01	1.063615e+00	4.088828e-01	TNC;LINC00595
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_GRANULE_NEURONS	1/48	4.837586e-01	6.867606e-01	2.262174e+00	1.642721e+00	DIO3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_MICROGLIA	13/652	1.126662e-01	3.290064e-01	1.534567e+00	3.350460e+00	DAPP1;NABP1;RYR1;SAMSN1;CD226;ARID5A;TNFSF8;PPARG;ACY3;BATF3;NFATC2;MAF;ADTRP
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_OLIGODENDROCYTES	2/114	4.630736e-01	6.698414e-01	1.597584e+00	1.229931e+00	ENPP6;NT5E
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	11/644	2.673153e-01	5.216433e-01	1.314123e+00	1.733758e+00	FILIP1;SMG1P2;MYZAP;MSX1;SLC39A10;PTP4A3;FOXC1;CCDC3;CAV1;ANO2;MYL12B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_ASTROCYTES	2/207	7.773833e-01	8.387306e-01	8.775209e-01	2.209789e-01	TNC;DNAAF1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_MEGAKARYOCYTES	6/428	5.320940e-01	7.163690e-01	1.108738e+00	6.995416e-01	AKIRIN2;DAPP1;NLRC5;CD226;GMPR;IER5L
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_MICROGLIA	8/514	4.048219e-01	6.374664e-01	1.211198e+00	1.095296e+00	RYR1;SAMSN1;TNFSF8;PPARG;ACY3;BATF3;NFATC2;MAF
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_OLIGODENDROCYTES	2/80	2.987504e-01	5.497715e-01	2.276146e+00	2.749918e+00	ENPP6;NT5E
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	9/593	4.221001e-01	6.488944e-01	1.173167e+00	1.011871e+00	FILIP1;SMG1P2;MYZAP;MSX1;ARF6;FOXC1;CCDC3;CAV1;SLC39A10
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_ASTROCYTES	1/39	4.155535e-01	6.445742e-01	2.778833e+00	2.440216e+00	TNC
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_CORNEAL_AND_CONJUNCTIVAL_EPITHELIAL_CELLS	2/245	8.506712e-01	8.877810e-01	7.402983e-01	1.197282e-01	GGT6;MYH14
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_LENS_FIBRE_CELLS	1/93	7.226470e-01	8.113473e-01	1.170835e+00	3.803275e-01	NOCT
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_MICROGLIA	1/152	8.774379e-01	9.035867e-01	7.157724e-01	9.358660e-02	LRRC43
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_PHOTORECEPTOR_CELLS	1/57	5.440294e-01	7.240080e-01	1.907252e+00	1.161043e+00	C7orf33
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_RETINAL_PIGMENT_CELLS	1/79	6.634565e-01	7.713456e-01	1.377968e+00	5.653694e-01	ADTRP
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS	1/170	9.045133e-01	9.238215e-01	6.396384e-01	6.419298e-02	ITGB6
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_SMOOTH_MUSCLE_CELLS	2/77	2.835745e-01	5.361195e-01	2.364603e+00	2.980063e+00	MYO5A;LRRC47
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_ENDOCARDIAL_CELLS	1/38	4.074414e-01	6.383591e-01	2.851151e+00	2.559929e+00	FOXC1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_ERYTHROBLASTS	7/283	9.440595e-02	3.123431e-01	1.954808e+00	4.613642e+00	NCAPG2;DDX39A;SERTAD2;RBM27;ARMC2;ZNF496;LRRC47
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_LYMPHATIC_ENDOTHELIAL_CELLS	1/44	4.544837e-01	6.695117e-01	2.466000e+00	1.944671e+00	PARD6G
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_LYMPHOID_CELLS	2/113	4.585402e-01	6.695117e-01	1.611739e+00	1.256685e+00	IL2RB;TBX21
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_VISCERAL_NEURONS	1/87	6.986691e-01	7.944647e-01	1.251490e+00	4.487568e-01	FAM167A
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_ERYTHROBLASTS	3/162	3.815452e-01	6.207297e-01	1.577916e+00	1.520363e+00	EPB41;GMPR;TSPAN5
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_INTESTINAL_EPITHELIAL_CELLS	1/279	9.790416e-01	9.806181e-01	3.880904e-01	8.220209e-03	SH3RF2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_LYMPHATIC_ENDOTHELIAL_CELLS	1/40	4.235549e-01	6.488944e-01	2.710087e+00	2.328160e+00	PARD6G
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS	5/164	7.485257e-02	2.754929e-01	2.467039e+00	6.395144e+00	IL2RA;IL2RB;TBX21;CCR4;GATA3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	3/230	6.110830e-01	7.541157e-01	1.108680e+00	5.460496e-01	RYR1;DAPP1;ZDHHC19
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_VASCULAR_ENDOTHELIAL_CELLS	2/43	1.167404e-01	3.377327e-01	4.219841e+00	9.063384e+00	MSX1;MEOX1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_ERYTHROBLASTS	1/169	9.031793e-01	9.238215e-01	6.434439e-01	6.552458e-02	TSPAN5
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_LYMPHOID_CELLS	4/211	3.262795e-01	5.716784e-01	1.560605e+00	1.747880e+00	IL2RA;IL2RB;TBX21;IFNG
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_MESANGIAL_CELLS	2/56	1.780526e-01	4.086669e-01	3.246831e+00	5.602979e+00	CCN4;TNC
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS	1/156	8.840495e-01	9.088905e-01	6.973403e-01	8.594178e-02	TMEM200C
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	4/218	3.479473e-01	5.912438e-01	1.510086e+00	1.594204e+00	RYR1;ACY3;ZDHHC19;CCR5
