Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_PARIETAL_CELLS	1/254	8.045672e-01	8.640937e-01	9.177432e-01	1.995639e-01	INSIG1
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_PREZYMOGENIC_CELLS	1/60	3.187281e-01	6.923110e-01	3.897731e+00	4.456732e+00	GADD45B
c8.all.v2023.2.Hs.symbols.gmt	BUSSLINGER_GASTRIC_X_CELLS	2/191	3.437812e-01	6.941309e-01	2.054993e+00	2.194218e+00	ARFGAP3;ABCC8
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	4/146	1.423682e-02	5.608271e-01	4.922567e+00	2.093038e+01	NOTCH1;CD93;HES1;NPDC1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C5_VALVAR_CELL	3/205	1.427554e-01	6.672573e-01	2.700148e+00	5.256168e+00	ECRG4;HES1;GADD45B
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C6_EPICARDIAL_CELL	1/195	7.139232e-01	8.153945e-01	1.198205e+00	4.037709e-01	ECRG4
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C8_MACROPHAGE	1/275	8.294002e-01	8.731905e-01	8.469052e-01	1.584158e-01	GADD45B
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_C9_B_T_CELL	3/155	7.660942e-02	5.608271e-01	3.577189e+00	9.189926e+00	ISG15;CST7;TAGAP
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL	1/41	2.305940e-01	6.672573e-01	5.687538e+00	8.344169e+00	C1QTNF9
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_LEFT_VENTRICULAR_CARDIOMYOCYTE	1/40	2.256541e-01	6.672573e-01	5.828257e+00	8.676830e+00	HES1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_SMOOTH_MUSCLE_CELL	1/48	2.643084e-01	6.672573e-01	4.864984e+00	6.473536e+00	NPDC1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_TRABECULAR_ATRIAL_CARDIOMYOCYTE	1/179	6.828414e-01	8.043943e-01	1.306041e+00	4.982451e-01	CYP51A1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_TRABECULAR_VENTRICULAR_CARDIOMYOCYTE	3/110	3.325456e-02	5.608271e-01	5.045142e+00	1.717146e+01	INSIG1;HES1;CYP51A1
c8.all.v2023.2.Hs.symbols.gmt	CUI_DEVELOPING_HEART_VASCULAR_ENDOTHELIAL_CELL	5/193	7.921949e-03	3.960974e-01	4.580757e+00	2.216224e+01	MEGF6;NPDC1;SERPINE1;COL9A3;GADD45B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_CSH1_CSH2_POSITIVE_CELLS	2/225	4.206368e-01	7.226387e-01	1.742216e+00	1.508734e+00	SERPINE1;KANK4
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS	2/164	2.805928e-01	6.672573e-01	2.395480e+00	3.044297e+00	YWHAH-AS1;CST7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_MEGAKARYOCYTES	1/115	5.212625e-01	7.457737e-01	2.036153e+00	1.326557e+00	ANKRD33B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_SCHWANN_CELLS	1/130	5.652525e-01	7.457737e-01	1.800781e+00	1.027314e+00	SV2B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	1/118	5.304002e-01	7.457737e-01	1.984312e+00	1.258298e+00	KY
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_GRANULE_NEURONS	1/48	2.643084e-01	6.672573e-01	4.864984e+00	6.473536e+00	PCSK9
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_MICROGLIA	5/652	4.012230e-01	7.226387e-01	1.327603e+00	1.212417e+00	CHIT1;PLCG2;TEX14;GADD45B;TAGAP
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_PURKINJE_NEURONS	1/86	4.233137e-01	7.226387e-01	2.722677e+00	2.340527e+00	ANKRD33B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	9/644	2.209817e-02	5.608271e-01	2.398998e+00	9.145606e+00	OAF;KANK4;HES1;SERPINE1;MIR3667HG;ISG15;CD93;FOXL2;MOB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_MEGAKARYOCYTES	1/428	9.368879e-01	9.410705e-01	5.403738e-01	3.522783e-02	GGACT
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_MICROGLIA	4/514	4.145423e-01	7.226387e-01	1.376220e+00	1.211872e+00	CHIT1;PLCG2;TAGAP;GPRC5D
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	7/593	8.493927e-02	5.608271e-01	2.028606e+00	5.002175e+00	MEGF6;KANK4;DYSF;ISG15;CD93;FOXL2;MOB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_CORNEAL_AND_CONJUNCTIVAL_EPITHELIAL_CELLS	1/245	7.928560e-01	8.556001e-01	9.518122e-01	2.209285e-01	GADD45B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_RETINAL_PIGMENT_CELLS	2/79	9.032859e-02	5.608271e-01	4.977486e+00	1.196738e+01	PRODH;PCAT1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_EYE_SMOOTH_MUSCLE_CELLS	1/77	3.890509e-01	7.226387e-01	3.040204e+00	2.870090e+00	CRYL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_EPICARDIAL_FAT_CELLS	1/111	5.088038e-01	7.457737e-01	2.109614e+00	1.425451e+00	ECRG4
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_ERYTHROBLASTS	2/283	5.401285e-01	7.457737e-01	1.381803e+00	8.511193e-01	PIEZO1;STMP1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_LYMPHOID_CELLS	1/113	5.150729e-01	7.457737e-01	2.072236e+00	1.374819e+00	CST7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_MEGAKARYOCYTES	1/111	5.088038e-01	7.457737e-01	2.109614e+00	1.425451e+00	SERPINE1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_MYELOID_CELLS	1/136	5.817035e-01	7.457737e-01	1.721117e+00	9.324914e-01	PADI2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_SATB2_LRRC7_POSITIVE_CELLS	1/116	5.243278e-01	7.457737e-01	2.018576e+00	1.303270e+00	TMEM158
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_HEART_VASCULAR_ENDOTHELIAL_CELLS	1/25	1.476656e-01	6.672573e-01	9.263457e+00	1.771918e+01	C1QTNF9
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_CHROMAFFIN_CELLS	1/113	5.150729e-01	7.457737e-01	2.072236e+00	1.374819e+00	MNX1-AS1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_ENS_NEURONS	1/163	6.484113e-01	7.855870e-01	1.434983e+00	6.216776e-01	CHD5
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_INTESTINAL_EPITHELIAL_CELLS	2/279	5.324405e-01	7.457737e-01	1.401857e+00	8.835684e-01	PRODH;SLC51A
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_LYMPHATIC_ENDOTHELIAL_CELLS	1/40	2.256541e-01	6.672573e-01	5.828257e+00	8.676830e+00	RALGAPA2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS	2/164	2.805928e-01	6.672573e-01	2.395480e+00	3.044297e+00	RGL4;CST7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	1/230	7.717704e-01	8.450041e-01	1.014506e+00	2.628262e-01	ZDHHC19
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_LYMPHOID_CELLS	2/211	3.894806e-01	7.226387e-01	1.858828e+00	1.752765e+00	GFI1;CST7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	1/218	7.533795e-01	8.289017e-01	1.070859e+00	3.032523e-01	ZDHHC19
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_STROMAL_CELLS	2/146	2.381670e-01	6.672573e-01	2.692195e+00	3.862716e+00	ECRG4;PCSK9
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_URETERIC_BUD_CELLS	2/302	5.754535e-01	7.457737e-01	1.293790e+00	7.149446e-01	SDK1;PTGER1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_KIDNEY_VASCULAR_ENDOTHELIAL_CELLS	3/103	2.812899e-02	5.608271e-01	5.388216e+00	1.924108e+01	RFX8;DYSF;SV2B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_HEPATOBLASTS	2/506	8.360690e-01	8.769955e-01	7.648622e-01	1.369441e-01	PCSK9;ABCC6
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LIVER_MESOTHELIAL_CELLS	2/313	5.949931e-01	7.531974e-01	1.247712e+00	6.478188e-01	GXYLT2;COL9A3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS	3/541	6.733065e-01	7.973366e-01	1.007677e+00	3.985911e-01	KATNIP;CCDC40;FHAD1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_LYMPHOID_CELLS	1/159	6.392396e-01	7.838087e-01	1.471260e+00	6.583537e-01	CST7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_NEUROENDOCRINE_CELLS	2/91	1.144135e-01	6.356303e-01	4.322149e+00	9.370146e+00	SV2B;ABCC8
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_SQUAMOUS_EPITHELIAL_CELLS	1/206	7.335190e-01	8.231510e-01	1.133761e+00	3.513545e-01	LINC00958
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_STROMAL_CELLS	1/56	3.010473e-01	6.858567e-01	4.174497e+00	5.011433e+00	CYP27C1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_LUNG_VASCULAR_ENDOTHELIAL_CELLS	1/53	2.874886e-01	6.672573e-01	4.409230e+00	5.496423e+00	CD93
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_ERYTHROBLASTS	1/131	5.680383e-01	7.457737e-01	1.786999e+00	1.010667e+00	C16orf95
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_MEGAKARYOCYTES	3/240	1.971231e-01	6.672573e-01	2.303200e+00	3.740228e+00	MAPKAPK3;UNC45A;SERPINE1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_MUSCLE_VASCULAR_ENDOTHELIAL_CELLS	2/76	8.457219e-02	5.608271e-01	5.173444e+00	1.277918e+01	C1QTNF9;CD93
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_CCL19_CCL21_POSITIVE_CELLS	2/67	6.804100e-02	5.608271e-01	5.865831e+00	1.576527e+01	PTGER1;CILP2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_ENS_NEURONS	1/165	6.529101e-01	7.855870e-01	1.417502e+00	6.043035e-01	CHD5
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	2/173	3.017769e-01	6.858567e-01	2.270209e+00	2.719863e+00	ELFN2;ABCC8
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_LYMPHATIC_ENDOTHELIAL_CELLS	1/66	3.444204e-01	6.941309e-01	3.545011e+00	3.778600e+00	RALGAPA2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	2/167	2.876620e-01	6.672573e-01	2.352227e+00	2.930802e+00	CST7;UMODL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_MYELOID_CELLS	1/235	7.790255e-01	8.467668e-01	9.927207e-01	2.478938e-01	PADI2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_SMOOTH_MUSCLE_CELLS	1/40	2.256541e-01	6.672573e-01	5.828257e+00	8.676830e+00	CIDEA
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PANCREAS_VASCULAR_ENDOTHELIAL_CELLS	2/65	6.453074e-02	5.608271e-01	6.045534e+00	1.656847e+01	C1QTNF9;CD93
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_AFP_ALB_POSITIVE_CELLS	1/174	6.724578e-01	7.973366e-01	1.343795e+00	5.332394e-01	ABCC6
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_EXTRAVILLOUS_TROPHOBLASTS	1/71	3.650944e-01	7.143152e-01	3.296298e+00	3.321348e+00	CILP2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS	2/117	1.710062e-01	6.672573e-01	3.361454e+00	5.936514e+00	FOXL2;MOV10L1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_LYMPHOID_CELLS	3/145	6.549615e-02	5.608271e-01	3.824931e+00	1.042586e+01	KIF11;TXNDC5;CST7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_MEGAKARYOCYTES	1/202	7.265524e-01	8.194200e-01	1.156385e+00	3.694010e-01	ANKRD33B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_MYELOID_CELLS	2/146	2.381670e-01	6.672573e-01	2.692195e+00	3.862716e+00	CHIT1;PADI2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_SMOOTH_MUSCLE_CELLS	2/90	1.123474e-01	6.319540e-01	4.370123e+00	9.553786e+00	ADARB2;ABCC8
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_STROMAL_CELLS	1/97	4.626108e-01	7.457737e-01	2.414197e+00	1.861030e+00	GXYLT2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_PLACENTA_VASCULAR_ENDOTHELIAL_CELLS	2/102	1.377430e-01	6.672573e-01	3.856221e+00	7.644441e+00	RALGAPA2;CD93
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_SPLEEN_AFP_ALB_POSITIVE_CELLS	2/188	3.368273e-01	6.941309e-01	2.088008e+00	2.272139e+00	CYP51A1;ABCC6
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_SPLEEN_ERYTHROBLASTS	1/67	3.486079e-01	6.941309e-01	3.492321e+00	3.680233e+00	C16orf95
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_SPLEEN_LYMPHOID_CELLS	3/126	4.665687e-02	5.608271e-01	4.403550e+00	1.349659e+01	PLCG2;ADARB2;TAGAP
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_SPLEEN_VASCULAR_ENDOTHELIAL_CELLS	1/59	3.143499e-01	6.923110e-01	3.963434e+00	4.586678e+00	RFX8
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	2/317	6.019316e-01	7.554497e-01	1.231747e+00	6.252491e-01	CCDC40;FHAD1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_PDE1C_ACSM3_POSITIVE_CELLS	1/22	1.311570e-01	6.510867e-01	1.050013e+01	2.132954e+01	ADARB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_SQUAMOUS_EPITHELIAL_CELLS	1/67	3.486079e-01	6.941309e-01	3.492321e+00	3.680233e+00	NECTIN1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_STOMACH_STROMAL_CELLS	1/50	2.736690e-01	6.672573e-01	4.671853e+00	6.053956e+00	PTGER1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS	2/173	3.017769e-01	6.858567e-01	2.270209e+00	2.719863e+00	GPR157;CST7
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_THYMUS_STROMAL_CELLS	1/137	5.843846e-01	7.470826e-01	1.708515e+00	9.178074e-01	GXYLT2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_THYMUS_THYMIC_EPITHELIAL_CELLS	2/247	4.679083e-01	7.457737e-01	1.585623e+00	1.204254e+00	SDK1;ADARB2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_FETAL_THYMUS_VASCULAR_ENDOTHELIAL_CELLS	1/131	5.680383e-01	7.457737e-01	1.786999e+00	1.010667e+00	RFTN2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_ANTIGEN_PRESENTING_CELLS	2/158	2.664426e-01	6.672573e-01	2.486897e+00	3.289161e+00	GFI1;ERICH1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_ASTROCYTES	1/52	2.829113e-01	6.672573e-01	4.493436e+00	5.673511e+00	RFTN2
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_BIPOLAR_CELLS	1/95	4.556690e-01	7.457737e-01	2.464998e+00	1.937460e+00	SV2B
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_CCL19_CCL21_POSITIVE_CELLS	1/274	8.282920e-01	8.731905e-01	8.500327e-01	1.601372e-01	LRP3
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_CILIATED_EPITHELIAL_CELLS	3/679	8.112842e-01	8.651135e-01	7.974520e-01	1.667766e-01	KATNIP;CCDC40;FHAD1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_CLC_IL5RA_POSITIVE_CELLS	2/252	4.783352e-01	7.457737e-01	1.553839e+00	1.145869e+00	ENTR1;GTF2IRD1P1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_CORNEAL_AND_CONJUNCTIVAL_EPITHELIAL_CELLS	2/294	5.608216e-01	7.457737e-01	1.329464e+00	7.688988e-01	SLC24A3-AS1;UMODL1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_ELF3_AGBL2_POSITIVE_CELLS	1/216	7.501746e-01	8.273984e-01	1.080858e+00	3.106920e-01	PSMG1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_ENDOCARDIAL_CELLS	1/80	4.006906e-01	7.226387e-01	2.926473e+00	2.676452e+00	NPDC1
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_ERYTHROBLASTS	1/244	7.915126e-01	8.556001e-01	9.557524e-01	2.234640e-01	KMT5A
c8.all.v2023.2.Hs.symbols.gmt	DESCARTES_MAIN_FETAL_EXTRAVILLOUS_TROPHOBLASTS	2/129	1.984742e-01	6.672573e-01	3.048165e+00	4.929176e+00	SERPINE1;ISG15
